ClientIP,Country,Provinces,ISP
113.173.5.223,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.55.50.213,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.181.71.207,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
14.189.0.81,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
118.68.247.119,Vietnam,Da Nang,FPT Telecom Company
42.113.198.65,Vietnam,Thai Nguyen,FPT Telecom Company
125.212.181.136,Vietnam,Yen Bai,Viettel Group
1.54.7.36,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.116.135.200,Vietnam,Lien Loc,FPT Telecom Company
58.187.166.39,Vietnam,Uong Bi,FPT Telecom Company
1.55.227.19,Vietnam,Vinh Yen,FPT Telecom Company
14.234.192.191,Vietnam,Lien Loc,Vietnam Posts and Telecommunications Group
42.114.177.73,Vietnam,Hanoi,FPT Telecom Company
1.55.135.9,Vietnam,Thai Binh,FPT Telecom Company
42.112.56.17,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.53.177.158,Vietnam,Hanoi,FPT Telecom Company
1.54.212.110,Vietnam,Hanoi,FPT Telecom Company
42.114.132.136,Vietnam,Hanoi,FPT Telecom Company
118.68.33.228,Vietnam,Haiphong,FPT Telecom Company
100.117.106.123,"","",""
183.81.93.241,Vietnam,Hanoi,FPT Telecom Company
113.23.53.239,Vietnam,Hanoi,FPT Telecom Company
125.214.56.31,Vietnam,Dong Xoai,Viettel Group
14.190.54.85,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
173.252.127.19,United States,Ashburn,"Facebook, Inc."
100.109.197.57,"","",""
58.186.117.43,Vietnam,Hanoi,FPT Telecom Company
113.168.155.81,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
42.113.196.29,Vietnam,Uong Bi,FPT Telecom Company
1.55.49.46,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.246.86.69,Vietnam,Uyen Hung,Vietnam Posts and Telecommunications Group
42.112.248.50,Vietnam,Hanoi,FPT Telecom Company
222.254.63.131,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.55.227.0,Vietnam,Vinh Yen,FPT Telecom Company
42.112.230.206,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.117.219.235,Vietnam,Hanoi,FPT Telecom Company
14.188.70.142,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
42.112.238.13,Vietnam,Hanoi,FPT Telecom Company
42.114.17.169,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.54.156.253,Vietnam,Da Nang,FPT Telecom Company
203.164.12.79,Australia,Melbourne,SingTel Optus
42.119.43.171,Vietnam,Bac Giang,FPT Telecom Company
118.68.128.116,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.54.214.166,Vietnam,Thai Nguyen,FPT Telecom Company
113.183.213.214,Vietnam,Can Tho,Vietnam Posts and Telecommunications Group
118.71.173.52,Vietnam,Uong Bi,FPT Telecom Company
58.187.173.249,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.68.213.48,Vietnam,Kon Tum,FPT Telecom Company
14.170.13.138,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
40.77.189.120,United States,Chicago,Microsoft Corporation
58.186.223.168,Vietnam,Bac Giang,FPT Telecom Company
113.184.58.132,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
113.22.53.239,Vietnam,Haiphong,FPT Telecom Company
42.113.222.219,Vietnam,Thai Nguyen,FPT Telecom Company
1.52.46.215,Vietnam,Bien Hoa,FPT Telecom Company
113.22.115.83,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.116.79.76,Vietnam,My Tho,FPT Telecom Company
66.249.82.73,Australia,Sydney,Google LLC
58.187.72.107,Vietnam,Lang Son,FPT Telecom Company
42.113.114.169,Vietnam,Thu Dau Mot,FPT Telecom Company
58.187.66.246,Vietnam,Lang Son,FPT Telecom Company
42.113.192.141,Vietnam,Hai Duong,FPT Telecom Company
66.249.82.100,Australia,Sydney,Google LLC
113.23.25.197,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.114.200.179,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.159.118,Vietnam,Hanoi,FPT Telecom Company
42.113.189.93,Vietnam,Ho Chi Minh City,FPT Telecom Company
125.212.178.102,Vietnam,Hung Yen,Viettel Group
66.220.149.9,United States,Menlo Park,"Facebook, Inc."
14.244.42.18,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
123.16.204.223,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.113.73.31,Vietnam,Hanoi,FPT Telecom Company
221.121.51.51,Vietnam,Ho Chi Minh City,Saigon Postel Corporation
42.118.131.210,Vietnam,Hanoi,FPT Telecom Company
113.186.57.140,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
14.236.168.133,Vietnam,Da Nang,Vietnam Posts and Telecommunications Group
14.182.72.45,Vietnam,Uong Bi,Vietnam Posts and Telecommunications Group
64.233.173.31,Japan,Tokyo,Google LLC
66.249.82.125,Australia,Sydney,Google LLC
123.16.227.43,Vietnam,Son Tay,Vietnam Posts and Telecommunications Group
113.186.202.29,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
42.112.113.42,Vietnam,Bac Ninh,FPT Telecom Company
1.52.34.167,Vietnam,Bien Hoa,FPT Telecom Company
42.115.196.43,Vietnam,Bac Giang,FPT Telecom Company
14.244.244.255,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
58.186.223.76,Vietnam,Bac Giang,FPT Telecom Company
110.28.67.114,Taiwan,Kaohsiung City,"Far EasTone Telecommunication Co., Ltd."
125.214.50.182,Vietnam,Sa Dec,Viettel Group
1.54.209.5,Vietnam,Hanoi,FPT Telecom Company
58.187.168.186,Vietnam,Ho Chi Minh City,FPT Telecom Company
27.77.64.49,Vietnam,Lien Loc,Viettel Group
115.75.161.124,Vietnam,Phu Quoc Island,Viettel Group
1.54.7.227,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.166.84.36,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
66.249.82.143,Australia,Sydney,Google LLC
106.68.235.124,Australia,Perth,TPG Internet Pty Ltd.
118.69.93.229,Vietnam,Ca Mau,FPT Telecom Company
113.162.237.117,Vietnam,Bac Lieu,Vietnam Posts and Telecommunications Group
1.54.181.53,Vietnam,Hanoi,FPT Telecom Company
1.55.196.35,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.119.77.175,Vietnam,Hanoi,FPT Telecom Company
113.175.125.47,Vietnam,Bac Kan,Vietnam Posts and Telecommunications Group
42.117.14.165,Vietnam,Hanoi,FPT Telecom Company
42.112.248.210,Vietnam,Hanoi,FPT Telecom Company
113.175.81.5,Vietnam,Lao Cai,Vietnam Posts and Telecommunications Group
42.118.228.36,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.176.38.90,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
42.114.37.202,Vietnam,Hanoi,FPT Telecom Company
14.229.42.31,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.113.187.205,Vietnam,Nha Trang,FPT Telecom Company
73.41.73.112,United States,Manteca,"Comcast Cable Communications, LLC"
42.113.159.75,Vietnam,Bac Ninh,FPT Telecom Company
118.68.153.38,Vietnam,Hanoi,FPT Telecom Company
14.181.177.146,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
40.77.189.61,United States,Chicago,Microsoft Corporation
118.68.246.46,Vietnam,Ben Dinh,FPT Telecom Company
58.187.171.140,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.67.76,Vietnam,Vinh Yen,FPT Telecom Company
58.187.167.102,Vietnam,Hai Duong,FPT Telecom Company
1.55.133.59,Vietnam,Hanoi,FPT Telecom Company
1.54.213.98,Vietnam,Hanoi,FPT Telecom Company
123.24.38.21,Vietnam,Tu Son,Vietnam Posts and Telecommunications Group
113.189.104.94,Vietnam,Nha Trang,Vietnam Posts and Telecommunications Group
42.113.152.163,Vietnam,Hanoi,FPT Telecom Company
1.54.49.42,Vietnam,Ho Chi Minh City,FPT Telecom Company
192.241.154.187,United States,North Bergen,NTT America
42.114.37.203,Vietnam,Hanoi,FPT Telecom Company
58.187.125.182,Vietnam,Da Nang,FPT Telecom Company
42.114.33.225,Vietnam,Nam Dinh,FPT Telecom Company
42.118.228.249,Vietnam,Ho Chi Minh City,FPT Telecom Company
100.84.85.51,"","",""
113.23.64.254,Vietnam,Haiphong,FPT Telecom Company
113.23.48.128,Vietnam,Hanoi,FPT Telecom Company
58.186.69.74,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.112.236.135,Vietnam,Haiphong,FPT Telecom Company
42.118.3.72,Vietnam,Lang Son,FPT Telecom Company
42.114.30.8,Vietnam,Haiphong,FPT Telecom Company
118.71.198.54,Vietnam,Thanh Hoa,FPT Telecom Company
58.187.12.11,Vietnam,Bac Ninh,FPT Telecom Company
1.54.110.90,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.188.43.95,Vietnam,Phan Thiet,Vietnam Posts and Telecommunications Group
66.249.88.161,United States,Mountain View,Google LLC
14.228.185.87,Vietnam,Vinh Yen,Vietnam Posts and Telecommunications Group
14.235.89.249,Vietnam,Bac Giang,Vietnam Posts and Telecommunications Group
42.112.231.206,Vietnam,Nha Trang,FPT Telecom Company
42.112.224.27,Vietnam,Sa Dec,FPT Telecom Company
73.73.195.234,United States,Peoria,"Comcast Cable Communications, LLC"
40.77.190.0,United States,Chicago,Microsoft Corporation
113.23.12.184,Vietnam,Hanoi,FPT Telecom Company
103.199.56.62,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
153.199.79.170,Japan,Yokkaichi,NTT Communications Corporation
42.118.54.43,Vietnam,Thanh Hoa,FPT Telecom Company
115.79.228.186,Vietnam,Ho Chi Minh City,Viettel Group
183.81.66.36,Vietnam,Bac Ninh,FPT Telecom Company
14.166.122.25,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
42.118.76.39,Vietnam,Hoa Binh,FPT Telecom Company
42.113.41.129,Vietnam,Ha Long,FPT Telecom Company
118.70.183.12,Vietnam,Hanoi,FPT Telecom Company
42.118.236.74,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.157.195,Vietnam,Hanoi,FPT Telecom Company
42.118.156.26,Vietnam,Bien Hoa,FPT Telecom Company
125.214.56.15,Vietnam,Dong Xoai,Viettel Group
42.113.194.187,Vietnam,Hai Duong,FPT Telecom Company
113.180.1.240,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.55.139.106,Vietnam,Haiphong,FPT Telecom Company
64.233.173.23,Japan,Tokyo,Google LLC
183.80.225.9,Vietnam,Hanoi,FPT Telecom Company
116.100.192.239,Vietnam,Tra Vinh,Viettel Group
118.68.157.57,Vietnam,Hanoi,FPT Telecom Company
14.161.8.152,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
64.233.173.25,Japan,Tokyo,Google LLC
113.22.145.199,Vietnam,Phan Rang-Thap Cham,FPT Telecom Company
14.244.114.115,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
27.242.225.174,Taiwan,Hsinchu,"Far EasTone Telecommunication Co., Ltd."
118.71.189.137,Vietnam,Hanoi,FPT Telecom Company
58.187.173.45,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.23.13.84,Vietnam,Haiphong,FPT Telecom Company
42.114.67.62,Vietnam,Hanoi,FPT Telecom Company
123.18.156.7,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
58.186.127.98,Vietnam,Hanoi,FPT Telecom Company
183.80.96.179,Vietnam,Hanoi,FPT Telecom Company
1.55.197.211,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.179.229.238,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
64.233.173.154,Japan,Tokyo,Google LLC
42.113.173.69,Vietnam,Lang Son,FPT Telecom Company
14.229.230.84,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
118.68.192.251,Vietnam,Hanoi,FPT Telecom Company
103.199.56.249,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
118.71.198.187,Vietnam,Thanh Hoa,FPT Telecom Company
42.116.29.20,Vietnam,Bien Hoa,FPT Telecom Company
113.23.64.74,Vietnam,Haiphong,FPT Telecom Company
42.113.185.86,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.235.54.26,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
42.113.252.219,Vietnam,Lang Son,FPT Telecom Company
1.55.116.63,Vietnam,Ho Chi Minh City,FPT Telecom Company
94.113.115.209,Czechia,Prague,"UPC Ceska Republica, s.r.o."
113.166.92.138,Vietnam,Rach Gia,Vietnam Posts and Telecommunications Group
42.116.212.213,Vietnam,Thai Nguyen,FPT Telecom Company
14.190.231.78,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
58.187.163.49,Vietnam,Bac Ninh,FPT Telecom Company
14.182.119.219,Vietnam,Son La,Vietnam Posts and Telecommunications Group
14.231.34.1,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
217.103.42.100,Netherlands,Drachten,Ziggo B.V.
42.117.164.112,Vietnam,Ho Chi Minh City,FPT Telecom Company
98.255.75.117,United States,Sacramento,"Comcast Cable Communications, LLC"
1.54.212.71,Vietnam,Hanoi,FPT Telecom Company
42.112.86.143,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.166.116.215,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
42.115.161.113,Vietnam,Hanoi,FPT Telecom Company
116.106.196.64,Vietnam,Tay Ninh,Viettel Group
42.117.253.64,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.248.18.26,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
113.170.188.244,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
118.68.71.55,Vietnam,Ho Chi Minh City,FPT Telecom Company
183.80.32.37,Vietnam,Hai An,FPT Telecom Company
58.187.170.253,Vietnam,Da Nang,FPT Telecom Company
27.67.143.71,Vietnam,Hanoi,Viettel Group
14.239.206.220,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
118.71.198.202,Vietnam,Thanh Hoa,FPT Telecom Company
42.119.43.106,Vietnam,Bac Giang,FPT Telecom Company
171.247.243.157,Vietnam,Bien Hoa,Viettel Group
84.208.137.184,Norway,Drammen,Telia Norge AS
1.55.18.142,Vietnam,Hanoi,FPT Telecom Company
118.69.133.155,Vietnam,Ca Mau,FPT Telecom Company
118.71.192.211,Vietnam,Bac Ninh,FPT Telecom Company
1.55.175.59,Vietnam,Ho Chi Minh City,FPT Telecom Company
66.249.81.181,United States,Mountain View,Google LLC
173.252.79.4,United States,Menlo Park,"Facebook, Inc."
14.228.187.21,Vietnam,Bac Giang,Vietnam Posts and Telecommunications Group
42.113.192.80,Vietnam,Hai Duong,FPT Telecom Company
14.182.225.86,Vietnam,Viet Tri,Vietnam Posts and Telecommunications Group
1.55.227.178,Vietnam,Vinh Yen,FPT Telecom Company
42.113.158.106,Vietnam,Hai Duong,FPT Telecom Company
171.248.66.143,Vietnam,Ho Chi Minh City,Viettel Group
66.220.149.10,United States,Menlo Park,"Facebook, Inc."
113.161.211.58,Vietnam,Can Tho,Vietnam Posts and Telecommunications Group
27.66.14.48,Vietnam,Bac Kan,Viettel Group
75.164.151.186,United States,Vancouver,"CenturyLink Communications, LLC"
112.5.237.30,China,Guiyang,China Mobile Communications Corporation
42.112.78.192,Vietnam,Hanoi,FPT Telecom Company
58.187.12.228,Vietnam,Bac Ninh,FPT Telecom Company
84.219.194.50,Sweden,Goteborg,Telenor Sverige AB
113.185.32.125,Vietnam,Hue,Vietnam Posts and Telecommunications Group
14.235.205.139,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
118.68.65.43,Vietnam,Tra Tan,FPT Telecom Company
66.249.82.94,Australia,Sydney,Google LLC
118.69.134.219,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.112.228.147,Vietnam,Long Xuyen,FPT Telecom Company
58.186.223.191,Vietnam,Bac Giang,FPT Telecom Company
1.55.113.83,Vietnam,Sa Dec,FPT Telecom Company
58.186.223.39,Vietnam,Bac Giang,FPT Telecom Company
27.73.227.63,Vietnam,Ha Long,Viettel Group
42.118.200.46,Vietnam,Bac Ninh,FPT Telecom Company
42.118.50.44,Vietnam,Bac Giang,FPT Telecom Company
103.216.193.75,Singapore,Singapore,"Joyent, Inc."
42.113.152.100,Vietnam,Hanoi,FPT Telecom Company
173.252.127.3,United States,Ashburn,"Facebook, Inc."
58.186.223.26,Vietnam,Bac Giang,FPT Telecom Company
1.54.100.41,Vietnam,Thu Dau Mot,FPT Telecom Company
66.249.82.131,Australia,Sydney,Google LLC
14.241.182.90,Vietnam,Can Tho,Vietnam Posts and Telecommunications Group
1.52.124.213,Vietnam,Thanh Hoa,FPT Telecom Company
58.187.66.130,Vietnam,Lang Son,FPT Telecom Company
58.187.162.54,Vietnam,Hanoi,FPT Telecom Company
42.114.19.36,Vietnam,Ho Chi Minh City,FPT Telecom Company
171.251.199.124,Vietnam,Bim Son,Viettel Group
42.113.45.141,Vietnam,Thai Binh,FPT Telecom Company
14.181.199.164,Vietnam,Son La,Vietnam Posts and Telecommunications Group
113.163.90.216,Vietnam,Ben Tre,Vietnam Posts and Telecommunications Group
42.115.159.60,Vietnam,Viet Tri,FPT Telecom Company
113.179.119.254,Vietnam,Tuyen Quang,Vietnam Posts and Telecommunications Group
58.187.21.243,Vietnam,Haiphong,FPT Telecom Company
113.23.27.0,Vietnam,Ben Dinh,FPT Telecom Company
42.115.196.2,Vietnam,Bac Giang,FPT Telecom Company
180.93.153.119,Vietnam,Ho Chi Minh City,Saigon Postel Corporation
14.190.181.24,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
103.7.36.30,Vietnam,Hanoi,Vietnamobile Telecommunications Joint Stock Company
14.235.70.190,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
113.22.53.39,Vietnam,Haiphong,FPT Telecom Company
113.181.17.226,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
1.53.18.12,Vietnam,Da Nang,FPT Telecom Company
118.68.128.149,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.70.185.137,Vietnam,Hanoi,FPT Telecom Company
58.187.165.21,Vietnam,Hanoi,FPT Telecom Company
14.181.198.193,Vietnam,Son La,Vietnam Posts and Telecommunications Group
1.53.29.97,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.12.25,Vietnam,Bac Ninh,FPT Telecom Company
42.113.131.119,Vietnam,Hanoi,FPT Telecom Company
118.70.78.244,Vietnam,Haiphong,FPT Telecom Company
1.54.212.190,Vietnam,Hanoi,FPT Telecom Company
58.187.165.65,Vietnam,Hanoi,FPT Telecom Company
14.172.243.138,Vietnam,Phan Rang-Thap Cham,Vietnam Posts and Telecommunications Group
42.113.179.114,Vietnam,Hanoi,FPT Telecom Company
42.118.29.197,Vietnam,Bac Giang,FPT Telecom Company
42.114.33.69,Vietnam,Nam Dinh,FPT Telecom Company
42.112.81.169,Vietnam,Nha Trang,FPT Telecom Company
42.113.186.74,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.22.44.205,Vietnam,Hung Yen,FPT Telecom Company
42.113.131.131,Vietnam,Hanoi,FPT Telecom Company
1.53.17.39,Vietnam,Phuoc Lap,FPT Telecom Company
42.117.143.173,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.107.82.150,Vietnam,Hanoi,VTC Digicom
14.190.94.249,Vietnam,Uong Bi,Vietnam Posts and Telecommunications Group
113.23.17.223,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.168.9.70,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
115.75.162.123,Vietnam,Rach Gia,Viettel Group
42.115.196.48,Vietnam,Bac Giang,FPT Telecom Company
1.55.195.13,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.114.30.161,Vietnam,Haiphong,FPT Telecom Company
1.52.43.242,Vietnam,Bien Hoa,FPT Telecom Company
171.233.102.50,Vietnam,Ho Chi Minh City,Viettel Group
14.161.8.232,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
118.70.19.211,Vietnam,Hanoi,FPT Telecom Company
42.112.237.89,Vietnam,Bac Ninh,FPT Telecom Company
66.249.88.183,United States,Mountain View,Google LLC
42.119.163.28,Vietnam,Hanoi,FPT Telecom Company
118.71.198.178,Vietnam,Thanh Hoa,FPT Telecom Company
42.113.40.180,Vietnam,Nam Djinh,FPT Telecom Company
1.52.192.170,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.112.56.248,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.160.234.214,Vietnam,Nha Trang,Vietnam Posts and Telecommunications Group
42.113.156.126,Vietnam,Hoa Binh,FPT Telecom Company
42.112.81.85,Vietnam,Nha Trang,FPT Telecom Company
14.186.32.139,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
42.117.202.166,Vietnam,Cao Lanh,FPT Telecom Company
27.70.229.228,Vietnam,Phan Rang-Thap Cham,Viettel Group
58.187.67.55,Vietnam,Vinh Yen,FPT Telecom Company
123.18.137.41,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
113.22.53.179,Vietnam,Haiphong,FPT Telecom Company
116.96.188.105,Vietnam,Hung Yen,Viettel Group
113.169.125.7,Vietnam,B'rong,Vietnam Posts and Telecommunications Group
42.114.32.141,Vietnam,Uong Bi,FPT Telecom Company
42.113.173.5,Vietnam,Lang Son,FPT Telecom Company
42.118.29.60,Vietnam,Bac Giang,FPT Telecom Company
58.187.170.68,Vietnam,Da Nang,FPT Telecom Company
113.22.53.148,Vietnam,Haiphong,FPT Telecom Company
113.185.26.63,Vietnam,Duong Dong,Vietnam Posts and Telecommunications Group
1.53.17.17,Vietnam,Phuoc Lap,FPT Telecom Company
27.72.16.2,Vietnam,Thanh Hoa,Viettel Group
1.52.121.1,Vietnam,Haiphong,FPT Telecom Company
1.55.31.108,Vietnam,Cam Pha Mines,FPT Telecom Company
58.187.54.144,Vietnam,Bac Ninh,FPT Telecom Company
115.78.1.11,Vietnam,Ho Chi Minh City,Viettel Group
14.181.194.32,Vietnam,Thai Binh,Vietnam Posts and Telecommunications Group
14.171.3.34,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
123.26.222.70,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
113.179.85.155,Vietnam,Nam Dinh,Vietnam Posts and Telecommunications Group
42.119.192.107,Vietnam,Bien Hoa,FPT Telecom Company
58.186.176.148,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.23.53,Vietnam,Hanoi,FPT Telecom Company
113.162.59.88,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
1.54.212.9,Vietnam,Hanoi,FPT Telecom Company
118.71.192.96,Vietnam,Bac Ninh,FPT Telecom Company
14.231.107.71,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
117.0.30.24,Vietnam,Hanoi,Viettel Group
113.167.175.174,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
113.23.72.226,Vietnam,Hanoi,FPT Telecom Company
14.167.156.138,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
1.55.48.5,Vietnam,Nha Trang,FPT Telecom Company
42.119.241.242,Vietnam,Ho Chi Minh City,FPT Telecom Company
171.239.21.212,Vietnam,Hanoi,Viettel Group
113.181.187.212,Vietnam,Lang Son,Vietnam Posts and Telecommunications Group
118.70.41.163,Vietnam,Thanh Hoa,FPT Telecom Company
118.71.173.115,Vietnam,Uong Bi,FPT Telecom Company
118.71.196.189,Vietnam,Thanh Hoa,FPT Telecom Company
113.167.38.123,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
24.23.29.105,United States,Roseville,"Comcast Cable Communications, LLC"
14.190.147.48,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.162.126.122,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
